Student_ID,Observation_Term,Program_ID,Entry_Type,Academic_Level,Credits_Completed,Prior_Term_GPA,GPA_Change,Course_Pass_Rate_Last_2_Terms,Failed_Courses_Last_2_Terms,Withdrawals_Last_2_Terms,Current_Course_Load_Credits,LMS_Login_Days_4wk,Assignment_Submission_Rate_4wk,Late_Assignment_Rate_4wk,Average_Assignment_Score_4wk,Days_Since_Last_LMS_Activity
Student_1646,T5_Fall,Program_B,Transfer,4,91,2.64,0.5,0.778,1,0,15,3.98,0.854,0.149,86.6,2
Student_1647,T5_Fall,Program_C,Transfer,2,43,3.58,-0.68,0.781,2,0,12,4.32,1.0,0.117,85.8,4
Student_1648,T5_Fall,Program_C,First_Year,2,28,3.36,0.31,0.924,1,1,12,4.66,0.889,0.077,92.4,5
Student_1649,T5_Fall,Program_B,First_Year,2,36,2.92,-0.02,1.0,0,0,9,4.31,1.0,0.0,65.0,1
Student_1650,T5_Fall,Program_A,Transfer,4,87,1.75,0.13,0.665,1,0,15,5.39,0.885,0.116,67.3,4
Student_1651,T5_Fall,Program_A,First_Year,1,6,1.85,-0.55,0.784,0,0,18,3.6,0.841,0.31,41.9,3
Student_1652,T5_Fall,Program_A,Transfer,3,66,3.33,-0.01,0.903,0,1,9,3.7,0.806,0.234,73.3,0
Student_1653,T5_Fall,Program_C,Transfer,2,45,1.98,0.11,0.805,0,0,18,3.18,0.606,0.34,78.9,3
Student_1654,T5_Fall,Program_D,First_Year,2,54,2.27,0.05,0.689,1,0,15,2.46,0.741,0.171,73.2,2
Student_1655,T5_Fall,Program_D,Transfer,1,21,2.71,0.22,0.777,1,0,12,4.86,1.0,0.0,86.2,3
Student_1656,T5_Fall,Program_A,First_Year,1,18,2.66,0.85,0.818,0,0,15,5.74,1.0,0.221,96.7,0
Student_1657,T5_Fall,Program_D,First_Year,3,74,2.55,-0.0,0.816,1,0,15,4.72,0.868,0.103,81.2,1
Student_1658,T5_Fall,Program_C,First_Year,2,30,2.6,0.07,0.508,3,0,15,3.14,0.711,0.221,83.9,2
Student_1659,T5_Fall,Program_B,First_Year,3,74,1.99,-0.47,0.795,0,1,15,2.3,0.857,0.276,70.0,3
Student_1660,T5_Fall,Program_A,First_Year,2,27,2.41,0.29,0.82,0,0,18,3.69,0.774,0.212,74.4,3
Student_1661,T5_Fall,Program_C,Transfer,3,62,2.43,0.23,0.919,0,1,15,5.01,1.0,0.0,76.8,2
Student_1662,T5_Fall,Program_B,First_Year,2,53,2.65,-0.24,0.826,0,1,9,5.04,0.873,0.205,79.6,5
Student_1663,T5_Fall,Program_B,First_Year,2,40,3.44,0.16,0.992,0,0,12,3.13,0.913,0.187,73.2,3
Student_1664,T5_Fall,Program_A,First_Year,4,98,2.72,0.06,0.806,1,0,15,4.15,0.719,0.0,81.3,3
Student_1665,T5_Fall,Program_A,Transfer,1,21,1.97,0.17,0.894,0,0,15,3.44,0.819,0.132,63.3,1
Student_1666,T5_Fall,Program_B,First_Year,2,45,2.31,0.15,0.877,0,0,12,3.28,0.685,0.273,94.3,6
Student_1667,T5_Fall,Program_D,Transfer,2,31,2.88,0.18,0.751,2,0,18,6.2,0.995,0.184,85.3,0
Student_1668,T5_Fall,Program_B,First_Year,1,9,2.8,-0.53,0.763,1,2,15,3.38,0.81,0.257,75.7,6
Student_1669,T5_Fall,Program_B,First_Year,1,4,2.11,-0.17,0.767,0,1,18,4.91,0.935,0.107,68.1,0
Student_1670,T5_Fall,Program_C,First_Year,4,100,2.89,0.01,0.808,0,0,15,3.78,0.81,0.198,82.7,3
Student_1671,T5_Fall,Program_C,First_Year,2,48,2.93,0.08,0.784,1,2,15,4.71,0.745,0.067,83.7,3
Student_1672,T5_Fall,Program_C,Transfer,2,54,2.51,-0.48,0.726,1,0,15,2.48,0.83,0.335,67.4,6
Student_1673,T5_Fall,Program_D,First_Year,4,86,2.41,-0.09,0.973,0,1,18,4.13,0.792,0.077,75.6,4
Student_1674,T5_Fall,Program_D,First_Year,2,45,2.28,0.57,0.845,0,0,15,5.02,0.949,0.135,68.4,5
Student_1675,T5_Fall,Program_D,First_Year,3,77,2.75,-0.2,0.96,0,0,15,4.66,0.893,0.197,100.0,6
Student_1676,T5_Fall,Program_B,Transfer,1,11,3.14,0.01,0.886,0,0,9,5.17,1.0,0.061,77.2,1
Student_1677,T5_Fall,Program_A,First_Year,3,65,2.63,0.18,0.796,1,1,15,2.71,0.885,0.26,67.4,4
Student_1678,T5_Fall,Program_A,First_Year,3,71,2.46,-0.33,0.808,0,1,15,4.54,0.955,0.133,82.9,0
Student_1679,T5_Fall,Program_A,Transfer,1,16,2.49,-0.52,0.484,3,1,18,4.83,0.862,0.145,70.1,6
Student_1680,T5_Fall,Program_B,First_Year,2,35,2.52,-0.09,0.786,1,1,18,4.66,0.816,0.124,75.0,0
Student_1681,T5_Fall,Program_B,First_Year,4,103,2.81,-0.15,1.0,0,0,18,4.06,1.0,0.101,75.9,2
Student_1682,T5_Fall,Program_A,First_Year,2,41,2.32,0.11,0.843,0,0,15,4.43,0.955,0.306,49.4,3
Student_1683,T5_Fall,Program_B,Transfer,4,108,2.85,0.0,0.797,1,1,15,3.41,0.954,0.24,75.8,4
Student_1684,T5_Fall,Program_B,Transfer,1,1,2.37,0.35,0.906,0,0,15,5.52,1.0,0.0,76.8,1
Student_1685,T5_Fall,Program_B,First_Year,2,52,2.4,-0.61,0.767,1,0,15,2.62,0.962,0.102,66.2,3
Student_1686,T5_Fall,Program_D,First_Year,4,90,3.38,0.11,0.723,1,0,15,2.62,0.933,0.193,84.6,1
Student_1687,T5_Fall,Program_B,First_Year,4,81,2.89,-0.0,0.743,2,0,9,4.13,1.0,0.052,69.6,5
Student_1688,T5_Fall,Program_C,Transfer,4,96,3.19,0.02,0.873,0,0,12,4.77,0.94,0.135,84.7,0
Student_1689,T5_Fall,Program_B,Transfer,4,86,2.33,-0.22,0.939,0,0,15,4.51,1.0,0.041,83.2,0
Student_1690,T5_Fall,Program_A,Transfer,3,65,2.7,-0.52,0.907,0,1,18,4.95,0.817,0.211,74.4,2
Student_1691,T5_Fall,Program_C,First_Year,1,16,3.18,-0.32,0.886,0,1,9,5.57,0.826,0.174,77.7,0
Student_1692,T5_Fall,Program_B,First_Year,1,3,2.13,0.1,0.822,0,0,18,3.94,0.852,0.272,70.7,2
Student_1693,T5_Fall,Program_B,Transfer,2,31,2.57,0.19,0.793,0,0,15,3.3,0.975,0.191,70.1,4
Student_1694,T5_Fall,Program_A,Transfer,3,62,2.84,-0.27,0.777,0,0,15,2.17,0.824,0.37,66.0,5
Student_1695,T5_Fall,Program_C,First_Year,4,107,2.97,-0.23,0.841,0,0,9,6.0,0.755,0.178,80.1,0
Student_1696,T5_Fall,Program_C,First_Year,1,5,1.63,0.11,0.817,0,0,12,3.68,0.819,0.111,67.0,3
Student_1697,T5_Fall,Program_D,Transfer,1,25,3.1,-0.11,0.886,0,0,12,4.49,0.881,0.164,66.9,0
Student_1698,T5_Fall,Program_C,Transfer,4,95,2.9,-0.2,0.986,0,0,12,4.82,0.844,0.07,84.0,4
Student_1699,T5_Fall,Program_B,Transfer,2,50,2.38,0.37,0.66,1,1,15,3.55,0.898,0.18,61.3,3
Student_1700,T5_Fall,Program_C,First_Year,1,27,2.43,-0.43,0.766,1,0,15,2.91,0.752,0.179,60.6,6
Student_1701,T5_Fall,Program_D,Transfer,4,108,3.6,0.17,1.0,0,1,12,1.37,0.947,0.081,76.5,6
Student_1702,T5_Fall,Program_C,First_Year,3,81,2.93,-0.12,0.688,2,0,15,5.09,0.955,0.209,81.5,0
Student_1703,T5_Fall,Program_D,First_Year,2,36,2.44,-0.01,0.897,0,1,9,3.66,0.757,0.274,74.6,4
Student_1704,T5_Fall,Program_A,Transfer,1,25,2.23,-0.2,0.513,3,0,12,4.5,0.712,0.163,70.5,1
Student_1705,T5_Fall,Program_D,Transfer,3,80,2.65,0.39,0.811,1,0,18,3.86,1.0,0.133,69.1,1
Student_1706,T5_Fall,Program_A,Transfer,3,75,2.76,-0.22,0.907,0,0,15,4.68,0.867,0.25,81.6,3
Student_1707,T5_Fall,Program_D,First_Year,2,41,2.91,-0.3,0.851,0,0,15,3.94,0.738,0.151,83.6,6
Student_1708,T5_Fall,Program_A,First_Year,4,104,2.29,-0.38,0.731,0,2,15,4.46,0.834,0.2,67.1,2
Student_1709,T5_Fall,Program_C,First_Year,3,62,2.61,0.36,0.681,2,0,12,5.2,1.0,0.101,78.3,0
Student_1710,T5_Fall,Program_D,First_Year,3,76,2.8,-0.24,0.639,2,0,18,3.23,0.751,0.295,83.7,3
Student_1711,T5_Fall,Program_D,First_Year,3,74,2.99,0.38,0.989,0,0,18,2.72,0.928,0.048,83.2,9
Student_1712,T5_Fall,Program_B,First_Year,1,0,2.35,-0.19,0.809,1,0,12,3.8,0.924,0.187,64.2,5
Student_1713,T5_Fall,Program_A,First_Year,3,70,2.3,0.26,0.95,0,0,12,3.6,0.966,0.238,78.2,0
Student_1714,T5_Fall,Program_C,First_Year,1,7,3.14,-0.16,0.848,1,0,15,5.66,1.0,0.0,77.5,0
Student_1715,T5_Fall,Program_D,First_Year,4,103,2.84,0.27,0.729,2,0,15,4.26,0.997,0.05,78.3,3
Student_1716,T5_Fall,Program_A,First_Year,2,42,3.1,0.36,0.752,2,0,15,5.88,0.906,0.13,73.2,2
Student_1717,T5_Fall,Program_D,Transfer,4,100,2.44,-0.07,0.659,1,0,12,5.28,1.0,0.123,83.4,2
Student_1718,T5_Fall,Program_C,First_Year,2,43,2.84,0.44,0.876,1,0,15,4.22,0.942,0.061,82.3,4
Student_1719,T5_Fall,Program_C,First_Year,2,35,3.24,0.86,0.579,3,1,15,4.6,0.971,0.0,91.8,4
Student_1720,T5_Fall,Program_B,First_Year,3,65,2.1,-0.8,0.693,0,0,12,1.14,0.701,0.4,55.1,1
Student_1721,T5_Fall,Program_A,Transfer,3,78,2.47,0.59,0.63,0,0,15,6.48,0.918,0.2,73.1,0
Student_1722,T5_Fall,Program_D,First_Year,1,18,2.59,0.05,0.869,0,1,12,5.06,1.0,0.029,77.3,0
Student_1723,T5_Fall,Program_B,Transfer,1,4,2.41,-0.47,0.837,0,0,9,2.93,0.907,0.306,78.6,4
Student_1724,T5_Fall,Program_C,First_Year,4,83,3.34,0.01,1.0,0,0,15,4.41,0.945,0.282,89.8,0
Student_1725,T5_Fall,Program_A,First_Year,2,44,3.02,-0.46,0.878,0,0,15,3.31,0.817,0.113,73.1,2
Student_1726,T5_Fall,Program_B,Transfer,4,90,2.35,0.3,0.872,0,0,15,4.38,0.746,0.195,81.7,0
Student_1727,T5_Fall,Program_A,Transfer,4,101,2.32,0.02,0.74,0,0,18,3.3,0.651,0.263,65.6,5
Student_1728,T5_Fall,Program_A,First_Year,4,84,3.16,0.26,0.918,0,0,15,4.5,1.0,0.154,70.7,4
Student_1729,T5_Fall,Program_B,Transfer,4,89,2.1,0.25,0.815,1,0,15,4.46,0.734,0.185,86.5,4
Student_1730,T5_Fall,Program_D,First_Year,1,1,2.36,-0.23,0.838,0,0,18,3.62,0.628,0.273,81.6,1
Student_1731,T5_Fall,Program_C,Transfer,2,46,3.01,0.13,0.879,0,0,15,6.18,0.997,0.072,74.2,1
Student_1732,T5_Fall,Program_B,First_Year,3,79,2.37,-0.54,0.762,0,1,18,4.14,0.753,0.235,71.1,3
Student_1733,T5_Fall,Program_B,First_Year,2,31,2.06,-0.53,0.723,0,0,12,1.64,0.483,0.402,61.2,4
Student_1734,T5_Fall,Program_C,First_Year,3,74,2.82,0.35,0.819,0,0,12,3.01,0.947,0.207,81.4,3
Student_1735,T5_Fall,Program_A,Transfer,1,7,2.66,-0.13,0.797,0,2,15,3.94,0.991,0.276,80.7,3
Student_1736,T5_Fall,Program_B,First_Year,2,36,2.53,-0.09,0.831,0,0,12,3.13,0.729,0.128,62.7,5
Student_1737,T5_Fall,Program_B,Transfer,3,57,2.64,-0.13,0.691,1,0,15,2.96,0.703,0.384,78.8,4
Student_1738,T5_Fall,Program_D,First_Year,2,36,2.96,0.23,0.795,0,0,15,4.0,0.837,0.299,84.4,4
Student_1739,T5_Fall,Program_A,Transfer,3,63,1.81,-0.59,0.773,1,0,12,0.67,0.631,0.469,76.3,7
Student_1740,T5_Fall,Program_A,First_Year,3,79,2.83,-0.77,0.771,1,0,15,3.6,0.885,0.208,86.3,3
Student_1741,T5_Fall,Program_C,Transfer,3,75,3.19,-0.62,0.777,1,0,15,2.54,0.7,0.305,66.8,4
Student_1742,T5_Fall,Program_C,First_Year,3,69,3.06,-0.13,0.795,0,1,12,4.8,0.818,0.288,74.0,3
Student_1743,T5_Fall,Program_C,First_Year,3,70,2.19,-0.07,0.913,0,0,15,3.7,0.854,0.106,81.0,1
Student_1744,T5_Fall,Program_D,First_Year,1,26,2.46,0.28,0.855,1,0,12,4.26,1.0,0.043,73.9,4
Student_1745,T5_Fall,Program_B,First_Year,1,9,3.25,0.46,0.966,0,0,18,5.85,1.0,0.0,88.1,0
Student_1746,T5_Fall,Program_C,Transfer,1,5,1.96,0.29,0.764,0,0,12,3.8,0.747,0.162,71.2,1
Student_1747,T5_Fall,Program_C,First_Year,3,81,2.68,0.42,0.539,3,0,18,4.0,0.911,0.099,77.7,0
Student_1748,T5_Fall,Program_D,First_Year,2,44,2.13,0.3,0.767,1,0,15,4.2,1.0,0.071,86.7,2
Student_1749,T5_Fall,Program_B,Transfer,3,65,3.48,0.36,1.0,0,1,15,4.62,0.956,0.133,78.7,5
Student_1750,T5_Fall,Program_C,First_Year,3,69,2.22,0.31,0.518,3,0,12,3.88,0.988,0.102,63.0,4
Student_1751,T5_Fall,Program_A,First_Year,3,69,2.19,0.18,0.73,0,0,18,3.6,0.852,0.18,70.4,0
Student_1752,T5_Fall,Program_D,First_Year,3,75,2.7,0.37,0.731,1,1,12,3.29,0.862,0.251,62.6,0
Student_1753,T5_Fall,Program_D,First_Year,4,106,2.82,0.5,0.627,2,0,12,4.32,0.894,0.156,72.8,0
Student_1754,T5_Fall,Program_A,First_Year,2,31,2.85,0.46,0.929,0,0,15,3.46,0.913,0.1,59.4,4
Student_1755,T5_Fall,Program_B,First_Year,4,92,2.96,0.12,0.846,0,0,12,2.61,0.807,0.176,69.4,5
Student_1756,T5_Fall,Program_A,First_Year,2,32,2.71,-0.47,0.584,3,0,12,3.23,0.847,0.218,77.2,3
Student_1757,T5_Fall,Program_D,First_Year,2,42,2.99,-0.34,0.683,2,1,15,1.85,0.553,0.32,67.8,4
Student_1758,T5_Fall,Program_A,First_Year,3,56,2.07,0.1,0.713,1,0,9,4.05,1.0,0.117,67.7,0
Student_1759,T5_Fall,Program_C,First_Year,4,106,2.77,-0.17,0.914,0,1,15,3.54,0.829,0.227,65.0,3
Student_1760,T5_Fall,Program_B,First_Year,4,105,2.94,0.23,0.867,1,1,15,3.9,0.919,0.158,74.6,1
Student_1761,T5_Fall,Program_C,First_Year,2,33,0.88,-0.31,0.584,1,0,12,2.3,0.814,0.328,53.3,1
Student_1762,T5_Fall,Program_D,First_Year,3,65,1.89,0.46,0.717,0,0,15,3.28,1.0,0.297,72.4,5
Student_1763,T5_Fall,Program_B,Transfer,4,101,2.95,0.05,0.959,0,0,15,1.92,0.782,0.321,69.2,3
Student_1764,T5_Fall,Program_D,First_Year,1,16,3.33,0.18,0.989,0,0,15,5.35,1.0,0.134,100.0,0
Student_1765,T5_Fall,Program_A,Transfer,2,28,2.61,-0.25,0.781,0,1,15,4.36,0.748,0.332,87.4,2
Student_1766,T5_Fall,Program_C,First_Year,4,82,2.18,-0.34,0.916,0,0,12,3.71,0.91,0.268,81.8,1
Student_1767,T5_Fall,Program_C,First_Year,3,67,2.68,0.57,0.82,0,0,12,7.0,1.0,0.0,87.7,0
Student_1768,T5_Fall,Program_B,Transfer,2,33,3.48,0.06,0.727,2,0,15,4.43,0.938,0.106,58.0,3
Student_1769,T5_Fall,Program_C,First_Year,1,8,2.88,0.36,1.0,0,0,18,4.52,1.0,0.0,86.5,0
Student_1770,T5_Fall,Program_B,First_Year,4,94,2.06,-0.07,0.847,0,0,15,5.9,0.873,0.187,83.0,4
Student_1771,T5_Fall,Program_D,First_Year,1,2,3.56,-0.15,0.98,0,2,12,4.37,1.0,0.121,71.5,3
Student_1772,T5_Fall,Program_A,First_Year,3,62,2.3,-0.3,0.832,0,0,12,3.35,0.883,0.259,74.5,0
Student_1773,T5_Fall,Program_C,Transfer,1,3,2.77,-0.12,0.723,1,0,15,1.19,0.768,0.394,78.5,2
Student_1774,T5_Fall,Program_D,First_Year,4,99,2.36,0.24,0.79,0,0,9,1.99,0.915,0.202,77.9,5
Student_1775,T5_Fall,Program_C,First_Year,3,69,3.7,-0.15,0.995,0,0,9,2.12,0.9,0.051,93.3,1
Student_1776,T5_Fall,Program_C,First_Year,4,93,2.62,0.2,0.942,0,0,15,3.28,0.9,0.202,79.2,2
Student_1777,T5_Fall,Program_B,First_Year,4,87,2.01,-0.22,0.69,1,0,15,3.08,0.807,0.223,76.4,2
Student_1778,T5_Fall,Program_A,First_Year,2,29,2.59,0.03,0.754,0,0,15,2.98,0.733,0.157,73.0,1
Student_1779,T5_Fall,Program_A,First_Year,4,89,3.37,-0.48,0.953,0,0,18,4.2,0.824,0.334,93.2,1
Student_1780,T5_Fall,Program_D,First_Year,3,81,2.68,0.01,0.798,0,0,15,3.72,0.979,0.165,75.3,3
Student_1781,T5_Fall,Program_A,First_Year,2,40,2.05,-0.33,0.913,0,1,12,3.22,0.698,0.211,64.9,4
Student_1782,T5_Fall,Program_D,First_Year,2,50,2.33,0.37,0.803,0,0,9,3.53,0.998,0.101,58.7,2
Student_1783,T5_Fall,Program_B,First_Year,2,33,2.06,0.14,0.555,2,1,12,4.89,0.767,0.241,72.8,7
Student_1784,T5_Fall,Program_B,First_Year,2,49,2.94,-1.06,0.952,0,1,12,3.15,0.85,0.332,70.0,3
Student_1785,T5_Fall,Program_C,First_Year,3,56,3.41,0.05,0.984,0,1,15,3.07,0.746,0.147,73.3,0
Student_1786,T5_Fall,Program_D,First_Year,4,81,3.85,-0.38,0.966,0,1,15,3.68,0.943,0.15,83.1,0
Student_1787,T5_Fall,Program_A,First_Year,3,75,2.67,-0.39,0.743,1,0,15,5.54,0.909,0.037,60.7,0
Student_1788,T5_Fall,Program_D,First_Year,1,4,2.95,0.15,0.918,0,0,15,3.8,0.728,0.233,88.7,6
Student_1789,T5_Fall,Program_A,Transfer,3,61,2.77,0.33,1.0,0,2,18,5.22,1.0,0.0,88.6,0
Student_1790,T5_Fall,Program_C,Transfer,2,47,2.3,-0.31,0.839,0,1,18,4.19,0.913,0.302,91.6,0
Student_1791,T5_Fall,Program_C,Transfer,2,50,2.36,0.12,0.875,0,0,12,2.26,0.861,0.27,64.9,1
Student_1792,T5_Fall,Program_C,Transfer,1,13,2.86,0.3,0.866,0,1,15,2.72,0.969,0.2,72.1,3
Student_1793,T5_Fall,Program_B,First_Year,4,102,3.59,-0.18,0.886,0,0,15,4.44,0.899,0.255,83.4,0
Student_1794,T5_Fall,Program_D,Transfer,2,48,2.89,0.45,0.76,1,0,15,3.87,0.921,0.133,86.3,0
Student_1795,T5_Fall,Program_B,First_Year,3,73,3.63,-0.05,1.0,0,0,15,5.09,0.943,0.111,100.0,2
Student_1796,T5_Fall,Program_C,First_Year,4,86,2.56,0.02,0.808,1,0,12,4.49,0.855,0.087,83.9,5
Student_1797,T5_Fall,Program_D,First_Year,1,14,2.85,-0.09,0.78,1,1,18,4.58,0.893,0.143,80.4,5
Student_1798,T5_Fall,Program_A,Transfer,2,46,3.8,0.03,0.988,0,0,9,4.28,1.0,0.101,85.3,4
Student_1799,T5_Fall,Program_A,Transfer,2,47,2.51,-0.24,0.523,3,0,12,5.36,0.771,0.219,67.4,4
Student_1800,T5_Fall,Program_B,Transfer,2,54,3.33,-0.08,1.0,0,0,12,3.68,0.811,0.127,67.4,2
Student_1801,T5_Fall,Program_A,First_Year,4,89,3.41,-0.04,0.984,0,0,9,4.92,0.88,0.056,96.6,0
Student_1802,T5_Fall,Program_D,First_Year,3,57,2.63,-0.1,0.806,1,0,15,5.5,0.832,0.102,76.1,0
Student_1803,T5_Fall,Program_A,First_Year,1,23,2.58,0.19,0.633,2,1,12,4.58,0.95,0.101,78.9,7
Student_1804,T5_Fall,Program_D,First_Year,4,88,2.52,0.02,0.744,1,1,18,3.61,0.792,0.302,84.8,0
Student_1805,T5_Fall,Program_B,First_Year,3,71,2.35,0.19,0.78,1,1,15,3.31,0.875,0.227,72.0,0
Student_1806,T5_Fall,Program_B,Transfer,4,92,2.62,-0.58,0.655,1,1,15,2.35,0.669,0.412,78.0,5
Student_1807,T5_Fall,Program_C,First_Year,4,100,3.02,1.0,0.944,0,0,15,3.91,0.996,0.071,95.8,0
Student_1808,T5_Fall,Program_D,First_Year,1,6,3.23,0.01,0.916,0,1,12,7.0,0.957,0.113,95.5,0
Student_1809,T5_Fall,Program_A,First_Year,2,40,2.81,0.04,0.794,1,0,12,4.59,1.0,0.087,92.7,4
Student_1810,T5_Fall,Program_D,Transfer,1,13,2.9,-0.09,0.837,0,0,12,3.5,0.791,0.224,78.7,2
Student_1811,T5_Fall,Program_B,First_Year,3,70,2.31,0.27,0.733,1,1,15,3.48,0.917,0.303,66.6,0
Student_1812,T5_Fall,Program_C,First_Year,2,45,3.35,-0.23,1.0,0,0,12,4.68,0.886,0.121,79.4,1
Student_1813,T5_Fall,Program_A,First_Year,3,76,3.04,0.04,0.77,2,2,9,2.93,0.978,0.167,74.6,0
Student_1814,T5_Fall,Program_A,Transfer,2,49,3.34,0.02,0.91,0,0,15,5.77,0.86,0.149,98.5,3
Student_1815,T5_Fall,Program_C,First_Year,1,21,2.68,-0.4,0.863,0,0,12,1.63,0.727,0.206,68.2,6
Student_1816,T5_Fall,Program_D,Transfer,1,13,2.3,-0.52,0.725,0,0,15,3.51,0.913,0.303,64.3,2
Student_1817,T5_Fall,Program_C,First_Year,1,8,2.92,1.0,0.864,0,0,15,3.44,0.772,0.088,86.8,4
Student_1818,T5_Fall,Program_D,First_Year,4,95,3.26,0.81,0.948,0,1,12,4.28,1.0,0.095,90.4,1
Student_1819,T5_Fall,Program_A,Transfer,3,57,2.65,0.09,0.622,3,0,12,2.96,1.0,0.147,73.2,5
Student_1820,T5_Fall,Program_A,First_Year,1,27,2.46,0.19,0.841,0,0,9,3.34,1.0,0.057,78.2,1
Student_1821,T5_Fall,Program_D,First_Year,2,39,3.73,0.18,0.946,0,0,9,4.87,0.854,0.276,86.1,1
Student_1822,T5_Fall,Program_A,Transfer,1,17,2.94,0.36,0.742,2,0,12,5.85,0.987,0.0,74.7,0
Student_1823,T5_Fall,Program_B,First_Year,4,81,3.35,0.28,0.776,1,0,15,1.7,0.922,0.115,76.6,0
Student_1824,T5_Fall,Program_C,First_Year,2,34,3.2,0.46,0.963,0,1,15,3.02,0.981,0.136,86.2,0
Student_1825,T5_Fall,Program_C,First_Year,4,94,2.61,0.02,0.72,1,0,18,3.19,0.872,0.35,74.2,3
Student_1826,T5_Fall,Program_D,First_Year,4,82,2.55,0.32,1.0,0,1,18,3.41,0.738,0.2,93.7,2
Student_1827,T5_Fall,Program_D,First_Year,2,42,3.19,0.09,0.969,0,0,18,5.08,0.993,0.0,78.1,5
Student_1828,T5_Fall,Program_A,First_Year,3,67,3.09,0.56,0.84,0,0,15,4.74,0.908,0.117,80.2,4
Student_1829,T5_Fall,Program_C,First_Year,2,47,2.47,0.21,0.759,1,2,9,3.18,0.81,0.255,69.7,1
Student_1830,T5_Fall,Program_A,First_Year,2,32,3.33,-0.09,0.843,1,0,12,2.99,0.944,0.185,72.0,0
Student_1831,T5_Fall,Program_D,Transfer,1,10,2.57,0.3,0.768,0,0,15,4.88,0.873,0.142,73.8,0
Student_1832,T5_Fall,Program_A,Transfer,1,8,3.02,-0.02,0.879,0,1,15,1.71,0.765,0.338,80.8,3
Student_1833,T5_Fall,Program_B,First_Year,1,27,3.59,0.07,0.983,0,0,18,3.81,0.951,0.174,91.4,0
Student_1834,T5_Fall,Program_C,Transfer,1,18,1.76,-0.17,0.523,2,0,15,4.51,0.745,0.186,66.4,1
Student_1835,T5_Fall,Program_D,First_Year,2,38,3.24,0.02,0.747,1,0,15,2.07,0.791,0.244,69.2,4
Student_1836,T5_Fall,Program_A,Transfer,3,59,3.01,-0.24,0.933,0,0,18,4.08,0.96,0.14,74.3,1
Student_1837,T5_Fall,Program_B,Transfer,3,80,1.95,0.12,0.739,0,0,15,2.24,0.836,0.259,75.4,3
Student_1838,T5_Fall,Program_A,Transfer,2,46,2.9,-0.17,0.807,0,0,15,2.81,0.842,0.296,99.9,1
Student_1839,T5_Fall,Program_C,First_Year,2,33,3.33,-0.1,0.989,0,0,15,5.12,0.889,0.267,98.8,0
Student_1840,T5_Fall,Program_D,First_Year,3,70,3.06,-0.16,0.74,2,0,15,4.33,0.898,0.123,100.0,5
Student_1841,T5_Fall,Program_A,Transfer,3,65,2.89,0.2,0.83,1,0,15,3.29,0.836,0.183,83.2,0
Student_1842,T5_Fall,Program_D,First_Year,2,35,3.18,0.23,0.852,1,0,15,3.56,0.92,0.092,86.4,5
Student_1843,T5_Fall,Program_A,First_Year,2,29,3.35,0.56,0.841,1,2,15,5.04,0.949,0.046,99.2,0
Student_1844,T5_Fall,Program_B,First_Year,2,36,1.83,0.26,0.679,0,0,12,3.71,0.758,0.245,71.6,3
Student_1845,T5_Fall,Program_C,Transfer,1,4,2.45,-0.42,0.869,0,0,15,3.76,0.851,0.118,72.0,2
Student_1846,T5_Fall,Program_B,First_Year,1,21,3.61,-0.03,1.0,0,0,15,3.01,0.863,0.144,76.7,3
Student_1847,T5_Fall,Program_C,First_Year,3,62,3.44,0.06,0.761,0,0,15,3.13,0.741,0.269,79.0,6
Student_1848,T5_Fall,Program_A,First_Year,3,74,2.9,-0.37,0.906,0,0,12,3.86,0.935,0.166,93.0,0
Student_1849,T5_Fall,Program_A,First_Year,2,46,2.92,-0.21,0.843,0,0,9,2.65,0.781,0.344,76.5,2
Student_1850,T5_Fall,Program_B,First_Year,3,78,1.97,0.09,0.574,2,3,15,1.75,0.673,0.404,57.1,3
Student_1851,T5_Fall,Program_B,Transfer,4,88,3.17,0.1,0.823,1,0,12,5.0,1.0,0.082,64.7,0
Student_1852,T5_Fall,Program_D,Transfer,1,27,2.96,0.47,0.909,0,1,18,4.47,0.921,0.089,86.9,0
Student_1853,T5_Fall,Program_A,Transfer,3,63,3.47,-0.19,1.0,0,0,15,4.13,0.885,0.239,82.1,2
Student_1854,T5_Fall,Program_D,First_Year,4,103,2.72,-0.13,0.844,0,0,12,3.25,0.588,0.337,85.0,6
Student_1855,T5_Fall,Program_B,First_Year,4,99,2.4,-0.32,0.791,0,1,15,1.84,0.681,0.273,57.5,3
Student_1856,T5_Fall,Program_B,First_Year,1,16,2.54,0.26,0.965,0,0,18,6.09,0.928,0.0,85.0,0
Student_1857,T5_Fall,Program_D,First_Year,1,16,2.6,-0.21,0.7,1,1,12,4.4,0.929,0.125,78.9,0
Student_1858,T5_Fall,Program_D,First_Year,2,41,2.73,-0.14,0.868,0,1,18,4.7,0.903,0.218,75.7,3
Student_1859,T5_Fall,Program_A,First_Year,1,6,2.51,-0.17,0.737,0,1,12,3.58,0.842,0.207,92.1,8
Student_1860,T5_Fall,Program_A,Transfer,2,32,3.66,0.16,1.0,0,0,15,2.56,0.891,0.186,94.8,0
Student_1861,T5_Fall,Program_D,Transfer,3,69,2.71,0.47,0.91,0,0,12,3.82,0.98,0.174,65.7,3
Student_1862,T5_Fall,Program_A,First_Year,3,71,2.9,-0.1,0.92,0,0,12,1.01,0.779,0.316,69.9,3
